지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 전운량(1/10),평균 지면온도(°C),안개 계속시간(hr)
108,서울,2021-02-13,7.6,,1.5,50.6,1.1,4.5,
108,서울,2021-02-14,9.5,0,1.7,47.6,8.1,5.6,
108,서울,2021-02-15,1.2,1.4,4,65.1,5.8,3.7,
108,서울,2021-02-16,-5.1,1.5,3.2,57.9,4,-1.7,
108,서울,2021-02-17,-8.3,0,5,44.1,1.6,-2.1,
108,서울,2021-02-18,-5.8,,3.1,44.9,0,-1.3,
108,서울,2021-02-19,1.6,,2.9,66.9,3.3,.5,
108,서울,2021-02-20,8.8,,2.1,60.4,2.4,4,
108,서울,2021-02-21,10.8,,2.8,66.6,.8,5.5,
108,서울,2021-02-22,7.8,,2.9,58.3,2.6,6.5,
108,서울,2021-02-23,0,,2.9,34,3.3,2.9,
108,서울,2021-02-24,2.9,,1.8,33,6.5,3.6,
108,서울,2021-02-25,4.2,,1.4,35.1,8.1,1.6,
108,서울,2021-02-26,8.2,,2.3,35,4.5,5.1,
108,서울,2021-02-27,9.5,,3.4,48.6,3.5,7,
108,서울,2021-02-28,7.8,,2.1,49,6.1,5.4,
108,서울,2021-03-01,4.7,67.5,3.5,91,10,4.7,
108,서울,2021-03-02,2.3,.1,1.9,75.9,5.5,5.4,
108,서울,2021-03-03,4.4,,1.8,64.4,4.5,4.5,
108,서울,2021-03-04,7.2,,1.9,62.4,6.3,6.2,
108,서울,2021-03-05,9,,2.1,70.3,1.3,9.1,
108,서울,2021-03-06,6.6,,3.3,69.5,4.9,7.1,
108,서울,2021-03-07,6.2,,2.8,62.9,3.5,7.9,
108,서울,2021-03-08,7,,1.8,60.3,0,8.1,
108,서울,2021-03-09,6.6,,2.2,58.5,4.3,6.9,
108,서울,2021-03-10,8.8,,1.8,61.8,.4,9,
108,서울,2021-03-11,10.2,,1.8,50.8,6.4,9.8,
108,서울,2021-03-12,10.5,0,2.2,57,7,8.7,
108,서울,2021-03-13,9.2,,2.2,62.8,5,9.9,
108,서울,2021-03-14,9.1,,2.2,71.4,3.5,10.9,
108,서울,2021-03-15,10.6,1.7,2.4,68.8,8.9,10.3,
108,서울,2021-03-16,8.4,1.3,3.2,52.5,1.9,11.8,
108,서울,2021-03-17,8.8,,1.8,44.9,.3,10.4,
108,서울,2021-03-18,11.7,,1.8,50.1,5,11.6,
108,서울,2021-03-19,15.3,,2.2,47.9,6.8,15,
108,서울,2021-03-20,9.9,5.1,2.2,74.6,9.8,9.8,
108,서울,2021-03-21,5.8,.3,4,65.9,6.8,7.6,
108,서울,2021-03-22,6.2,,3.2,55.3,.4,9,
108,서울,2021-03-23,9.1,,2.5,63.5,.3,10.6,
108,서울,2021-03-24,10.8,,2.4,61.5,4.3,11.7,
108,서울,2021-03-25,11.9,,2.2,68.5,2.4,13.5,
108,서울,2021-03-26,12.6,,1.4,58.4,5.5,13.4,
108,서울,2021-03-27,12.1,25.5,2.5,70.9,9.6,10.5,
108,서울,2021-03-28,9,9.2,3.3,95.8,10,10.2,.5
108,서울,2021-03-29,10.2,.2,3.3,62.3,5.5,11.4,.33
108,서울,2021-03-30,10.8,,2.2,47.3,.6,12.6,
108,서울,2021-03-31,14.5,,1.8,41,3.8,14.2,
108,서울,2021-04-01,17.7,,3.5,33,5.3,14.4,
108,서울,2021-04-02,17.8,0,3.2,35.6,8.1,15.3,
108,서울,2021-04-03,14.9,56.2,3.1,80.8,9.9,13.9,
108,서울,2021-04-04,11.9,.6,3.2,65.8,6.3,13.1,
108,서울,2021-04-05,11.9,,2.4,47.9,2.3,14.5,
108,서울,2021-04-06,13.9,,2.5,50.9,2.4,15.2,
108,서울,2021-04-07,14.1,,2.5,47.5,0,15.4,
108,서울,2021-04-08,13,,2.7,34,0,15.1,
108,서울,2021-04-09,13.6,,2.7,39.3,.6,15,
108,서울,2021-04-10,12.6,,2.6,50,.5,15.2,
108,서울,2021-04-11,15,,1.7,45.4,3.5,15.9,
108,서울,2021-04-12,13.8,22,2.4,70.4,9.8,13.2,
108,서울,2021-04-13,10.4,8,3.7,74,6.6,14.5,
108,서울,2021-04-14,8.4,,2.9,58.5,.3,13.3,
108,서울,2021-04-15,11.6,,2.1,62.3,4.9,14.9,
108,서울,2021-04-16,11.3,.7,2.6,60,6.9,12.6,
108,서울,2021-04-17,9.6,0,2.6,56.6,3.8,12.2,
108,서울,2021-04-18,9.9,,3.2,64.3,.9,14,
108,서울,2021-04-19,12.2,,2.4,65.3,0,15.6,
108,서울,2021-04-20,14.8,,1.9,55.1,2.9,17.3,
108,서울,2021-04-21,19.1,,1.8,43.1,3.9,19.8,
108,서울,2021-04-22,20.9,,2.5,37.9,8.9,20.1,
108,서울,2021-04-23,19,0,3.2,41.4,9.6,17.1,
108,서울,2021-04-24,18.3,0,2.7,43,6.8,17.7,
108,서울,2021-04-25,18.2,,2.7,50,1.1,21.4,
108,서울,2021-04-26,16.2,,2.6,51.8,4.5,20.1,
108,서울,2021-04-27,15.4,1.7,2.3,62.4,9.4,17.3,
108,서울,2021-04-28,14.5,4.7,2.4,64.1,7.9,16.3,
108,서울,2021-04-29,14.6,3.9,2.3,54.1,7.6,16.9,
108,서울,2021-04-30,11.3,26.3,2.4,81.8,9.5,12.8,
108,서울,2021-05-01,10.2,8,2.7,80.8,9.4,12.4,
108,서울,2021-05-02,12.4,1.7,3.1,67.9,2.6,16.8,
108,서울,2021-05-03,14.1,,2.1,56.4,3.8,17.3,
108,서울,2021-05-04,13.8,19.6,2.1,82.6,9.6,13.5,1.37
108,서울,2021-05-05,13.9,.1,3.5,64.4,2.6,17.6,
108,서울,2021-05-06,15.7,,2.4,46.4,4.8,16.8,
108,서울,2021-05-07,14.4,8.8,3.4,60.3,3.1,15.5,
108,서울,2021-05-08,14.3,,3.4,66.1,1.1,16.9,
108,서울,2021-05-09,15.7,,3.5,51.3,.3,18.2,
108,서울,2021-05-10,13.2,0,1.8,67.9,8.6,13.5,
108,서울,2021-05-11,18.5,,2.7,48.9,6,18.7,
108,서울,2021-05-12,22,,2.2,39.5,4.5,21.7,
108,서울,2021-05-13,22.9,,1.9,54.4,0,24.6,
